Направление;Товар;Свойство;Строка в эталоне;Строка в проверяемом;Число в эталоне;Число в проверяемом;Дата в эталоне;Дата в проверяемом
091->000;Чай Похудей Блэк, ф/пак. №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей Ваниль ф/п №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей Вишневый, ф/пак. №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей для здоровья людей роза ф/п 2г №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей Земляничн., ф/пак. №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей Капучино ф/п №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей Клубничн., ф/пак. №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей Лесная Ягода, ф/пак. №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей Лимонный, ф/пак. №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей Малиновый, ф/пак. №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей Манго, ф/пак. №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей Мандарин, ф/пак. №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей Мелисса, ф/пак. №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей Персик, ф/пак. №30;Рекламная акция;;Zavezu;;;;
091->000;Чай Похудей плюс стройная фигура, ф/пак 2г №24 Апельсин;Рекламная акция;;Zavezu;;;;
091->000;Чай Сантимин, №30 Апельсин;Рекламная акция;;Zavezu;;;;
091->000;Чай Сантимин, №30 Вишня;Рекламная акция;;Zavezu;;;;
091->000;Чай Сантимин, №30 Клубника;Рекламная акция;;Zavezu;;;;
091->000;Чай Сантимин, №30 Лесная ягода;Рекламная акция;;Zavezu;;;;
091->000;Чай Сантимин, №30 Лимон;Рекламная акция;;Zavezu;;;;
091->000;Чай Сантимин, №30 Малина;Рекламная акция;;Zavezu;;;;
091->000;Чай Сантимин, №30 персик;Рекламная акция;;Zavezu;;;;
091->000;Чай Сантимин, №30 Черника;Рекламная акция;;Zavezu;;;;
091->000;Кетопрофен-Тева, гель 2.5% 30г;Фармгруппа1;;НПВП,местноанестезирующие;;;;
091->000;Сантимин (вишня) фиточай ф/п №30;НДС;;;;20;;
091->000;Сантимин (вишня) фиточай ф/п №30;Группа наценки;;ПРОЧЕЕ;;;;
091->000;ДРАЙДРАЙ ЛАЙТ СРЕДСТВО ОТ ОБИЛЬНОГО ПОТООТДЕЛЕНИЯ 50МЛ;НДС;;;;20;;
091->000;ДРАЙДРАЙ ЛАЙТ СРЕДСТВО ОТ ОБИЛЬНОГО ПОТООТДЕЛЕНИЯ 50МЛ;Группа скидки;;;;4;;
091->000;ДРАЙДРАЙ ЛАЙТ СРЕДСТВО ОТ ОБИЛЬНОГО ПОТООТДЕЛЕНИЯ 50МЛ;Рекламная акция;;26022016;;;;
091->000;ДРАЙДРАЙ ЛАЙТ СРЕДСТВО ОТ ОБИЛЬНОГО ПОТООТДЕЛЕНИЯ 50МЛ;Группа наценки;;ПРОЧЕЕ КОСМЕТИКА;;;;
091->000;ДРАЙДРАЙ ЛАЙТ СРЕДСТВО ОТ ОБИЛЬНОГО ПОТООТДЕЛЕНИЯ 50МЛ;Фармгруппа1;;Косметика прочее;;;;
091->000;Чай Сантимин, №30 Черника;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Сантимин, №30 персик;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Сантимин, №30 Малина;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Сантимин, №30 Лимон;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Сантимин, №30 Лесная ягода;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Сантимин, №30 Клубника;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Сантимин, №30 Вишня;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Сантимин, №30 Апельсин;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей плюс стройная фигура, ф/пак 2г №24 Апельсин;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Персик, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Мелисса, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Мандарин, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Манго, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Малиновый, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Лимонный, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Лесная Ягода, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Клубничн., ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Капучино ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Земляничн., ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей для здоровья людей роза ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Вишневый, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Ваниль ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Блэк, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Апельсин, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Апельсин+Мандарин, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей Ананас, ф/пак №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай Похудей , ф/пак №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" яблоко ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" черника ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" черн. смородина ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" манго ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" малина ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" лотоса ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" лимон ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" лесные ягоды ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" клубника ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" земляникаф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" вишня ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" ваниль ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" апельсин ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Чай "Похудей для здоровья людей" апельс и мандар ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Сантимин(лимон) фиточай ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Сантимин(лесная ягода) фиточай ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Сантимин(клубника) фиточай ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Сантимин(апельсин) фиточай ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Сантимин (черника) фиточай ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Сантимин (персик) фиточай ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Сантимин (манго) фиточай ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Сантимин (малина) фиточай ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Сантимин (земляника) фиточай ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Сантимин (вишня) фиточай ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
091->000;Бандаж до-послеродовой Герда 9806 р.1 беж;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
091->000;Термометр электронный Термовал стандарт Харт;Фармгруппа1;;Тонометр,глюкометр,термометр,ингалятор;;;;
091->000;Термометр электронный Термовал стандарт Харт;Иск_1-1-1-3-1-1-3-1-5_1;;;;40;;
091->000;Термометр электронный Термовал стандарт Харт;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;40;;
091->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Фармгруппа1;;Перевязочные изделия;;;;
091->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Исключения ЦО 2;;;;15;;
091->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Исключения 2-3-3-2-3-2-6;;;;35;;
091->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Исключения Эластичные 1;;;;26;;
091->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Исключение 3-2-2-5-2-3-4-2-4 О;;;;30;;
091->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Иск_1-1-1-3-1-1-3-1-5_1;;;;33;;
091->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;33;;
091->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Иск_1-1-3-5-4-3-3-3-2;;;;30;;
091->000;Сантимин (вишня) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
091->000;Сантимин (земляника) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
091->000;Сантимин (малина) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
091->000;Сантимин (манго) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
091->000;Сантимин (персик) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
091->000;Сантимин (черника) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
091->000;Сантимин(апельсин) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
091->000;Сантимин(клубника) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
091->000;Сантимин(лесная ягода) фиточай ф/п №30;Свойство для поднятия версии;;;;28122018,03;;
